Configuration, Workload, Subworkload, Iteration, Parameters, ScoreName, ScoreValue
default,spec06Server,462.libquantum,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,11613.72
default,spec06Server,464.h264ref,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1765.ref.rsf
default,spec06Server,464.h264ref,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,2110.13
default,spec06Server,471.omnetpp,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1766.ref.rsf
default,spec06Server,471.omnetpp,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,742.83
default,spec06Server,473.astar,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1767.ref.rsf
default,spec06Server,473.astar,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,811.67
default,spec06Server,483.xalancbmk,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1768.ref.rsf
default,spec06Server,483.xalancbmk,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1429.75
default,spec06Server,400.perlbench,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1769.ref.rsf
default,spec06Server,400.perlbench,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1387.09
default,spec06Server,401.bzip2,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1770.ref.rsf
default,spec06Server,401.bzip2,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,845.93
default,spec06Server,403.gcc,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1771.ref.rsf
default,spec06Server,403.gcc,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1123.96
default,spec06Server,429.mcf,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1772.ref.rsf
default,spec06Server,429.mcf,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1882.25
default,spec06Server,445.gobmk,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1773.ref.rsf
default,spec06Server,445.gobmk,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1196.38
default,spec06Server,456.hmmer,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1774.ref.rsf
default,spec06Server,456.hmmer,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,2141.32
default,spec06Server,458.sjeng,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1775.ref.rsf
default,spec06Server,458.sjeng,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1288.88
default,spec06Server,462.libquantum,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1776.ref.rsf
default,spec06Server,462.libquantum,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,11722.64
default,spec06Server,464.h264ref,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1777.ref.rsf
default,spec06Server,464.h264ref,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,2109.3
default,spec06Server,471.omnetpp,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1778.ref.rsf
default,spec06Server,471.omnetpp,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,736.93
default,spec06Server,473.astar,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1779.ref.rsf
default,spec06Server,473.astar,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,813.56
default,spec06Server,483.xalancbmk,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1780.ref.rsf
default,spec06Server,483.xalancbmk,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1426.92
default,spec06Server,400.perlbench,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1781.ref.rsf
default,spec06Server,400.perlbench,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1384.6
default,spec06Server,401.bzip2,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1782.ref.rsf
default,spec06Server,401.bzip2,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,849.69
default,spec06Server,403.gcc,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1783.ref.rsf
default,spec06Server,403.gcc,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1120.93
default,spec06Server,429.mcf,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1784.ref.rsf
default,spec06Server,429.mcf,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1905.92
default,spec06Server,445.gobmk,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1785.ref.rsf
default,spec06Server,445.gobmk,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1196.67
default,spec06Server,456.hmmer,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1786.ref.rsf
default,spec06Server,456.hmmer,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,2128.57
default,spec06Server,458.sjeng,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1787.ref.rsf
default,spec06Server,458.sjeng,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1290.73
default,spec06Server,462.libquantum,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1788.ref.rsf
default,spec06Server,462.libquantum,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,11698.63
default,spec06Server,464.h264ref,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1789.ref.rsf
default,spec06Server,464.h264ref,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,2112.07
default,spec06Server,471.omnetpp,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1790.ref.rsf
default,spec06Server,471.omnetpp,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,741.51
default,spec06Server,473.astar,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1791.ref.rsf
default,spec06Server,473.astar,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,816.91
default,spec06Server,483.xalancbmk,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CINT2006.1792.ref.rsf
default,spec06Server,483.xalancbmk,2,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1435.84
default,spec06Server,410.bwaves,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1793.ref.rsf
default,spec06Server,410.bwaves,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,610.72
default,spec06Server,416.gamess,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1794.ref.rsf
default,spec06Server,416.gamess,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1428.69
default,spec06Server,433.milc,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1795.ref.rsf
default,spec06Server,433.milc,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,585.98
default,spec06Server,434.zeusmp,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1796.ref.rsf
default,spec06Server,434.zeusmp,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1020.8
default,spec06Server,435.gromacs,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1797.ref.rsf
default,spec06Server,435.gromacs,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1725.97
default,spec06Server,436.cactusADM,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1798.ref.rsf
default,spec06Server,436.cactusADM,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1127.68
default,spec06Server,437.leslie3d,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1799.ref.rsf
default,spec06Server,437.leslie3d,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,416.09
default,spec06Server,444.namd,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1800.ref.rsf
default,spec06Server,444.namd,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1220.83
default,spec06Server,447.dealII,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1801.ref.rsf
default,spec06Server,447.dealII,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,2205.05
default,spec06Server,450.soplex,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1802.ref.rsf
default,spec06Server,450.soplex,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,433.87
default,spec06Server,453.povray,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1803.ref.rsf
default,spec06Server,453.povray,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1966.84
default,spec06Server,454.calculix,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1804.ref.rsf
default,spec06Server,454.calculix,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1972.8
default,spec06Server,459.GemsFDTD,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1805.ref.rsf
default,spec06Server,459.GemsFDTD,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,403.02
default,spec06Server,465.tonto,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1806.ref.rsf
default,spec06Server,465.tonto,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1200.12
default,spec06Server,470.lbm,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1807.ref.rsf
default,spec06Server,470.lbm,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,842.46
default,spec06Server,481.wrf,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1808.ref.rsf
default,spec06Server,481.wrf,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,715.65
default,spec06Server,482.sphinx3,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1809.ref.rsf
default,spec06Server,482.sphinx3,0,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,802.46
default,spec06Server,410.bwaves,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1810.ref.rsf
default,spec06Server,410.bwaves,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,636.25
default,spec06Server,416.gamess,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1811.ref.rsf
default,spec06Server,416.gamess,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1430.72
default,spec06Server,433.milc,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1812.ref.rsf
default,spec06Server,433.milc,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,619.1
default,spec06Server,434.zeusmp,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1813.ref.rsf
default,spec06Server,434.zeusmp,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1055.34
default,spec06Server,435.gromacs,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1814.ref.rsf
default,spec06Server,435.gromacs,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1734.38
default,spec06Server,436.cactusADM,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1815.ref.rsf
default,spec06Server,436.cactusADM,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1169.53
default,spec06Server,437.leslie3d,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1816.ref.rsf
default,spec06Server,437.leslie3d,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,423.46
default,spec06Server,444.namd,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1817.ref.rsf
default,spec06Server,444.namd,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1212.86
default,spec06Server,447.dealII,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1818.ref.rsf
default,spec06Server,447.dealII,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,2200.6
default,spec06Server,450.soplex,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1819.ref.rsf
default,spec06Server,450.soplex,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,440.78
default,spec06Server,453.povray,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1820.ref.rsf
default,spec06Server,453.povray,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,Score,1985.57
default,spec06Server,454.calculix,1,NumCopiesMode=auto_NumCopies=2_Mode=rate_CompileType=base_CompilerVersion=14.0_InstructionSet=avx2,RSF_File_Name,CFP2006.1821.ref.rsf
